Date/Time,Reader,Place,Card number,Room name,ID of tenant
9/3/2024 12:43,86024,G2 ENTRY1 QR,552658,via FR App.,65
9/3/2024 12:43,86021,G5 ENTRY 3 QR,555398,via FR App.,65
9/3/2024 12:43,86008,G2 ENTRY1,552658,,65
9/3/2024 12:43,86005,G5 ENTRY 3,523828,,117
9/3/2024 12:43,86079,G5 ENTRY 3Z,555398,,65
9/3/2024 12:43,8.00E+60,G5 ENTRY TS QR,448822,Outside,13
9/3/2024 12:43,8D073,G1 ENTRY 1,886455,,65
9/3/2024 12:43,86024,G2 ENTRY1 QR,860790,via FR App.,65
9/3/2024 12:43,8B002,G2 ENTRY 1Z,860790,,65
9/3/2024 12:43,86072,G2 ENTRY TS,803005,,13
9/3/2024 12:43,8D058,G1 ENTRY 3 QR,897264,via FR App.,65
9/3/2024 12:43,8D025,G1 ENTRY TS QR,450971,Outside,13
9/3/2024 12:43,CB076,G1 ENTRY 3Z,897264,,65
9/3/2024 12:43,8D025,G1 ENTRY TS QR,450971,Outside,13
9/3/2024 12:43,86078,G3 ENTRY 3,545543,,13
9/3/2024 12:43,86078,G3 ENTRY 3,861917,Outside,13
9/3/2024 12:43,86017,G4 ENTRY 1 QR,450196,Outside,13
9/3/2024 12:43,87008,G1 ENTRY TS3,897974,,65
9/3/2024 12:43,86014,G3 ENTRY TS,515256,Outside,230
9/3/2024 12:43,86008,G2 ENTRY1,886705,Outside,13
9/3/2024 12:43,86021,G5 ENTRY 3 QR,450191,Outside,13
9/3/2024 12:42,86094,G3 ENTRY 3 QR,451209,Outside,13
9/3/2024 12:42,87008,G1 ENTRY TS3,897974,,65
9/3/2024 12:42,86024,G2 ENTRY1 QR,865434,via FR App.,13
9/3/2024 12:42,8B002,G2 ENTRY 1Z,865434,,13
9/3/2024 12:42,86024,G2 ENTRY1 QR,818777,via FR App.,13
9/3/2024 12:42,8B002,G2 ENTRY 1Z,818777,,13
9/3/2024 12:42,8D058,G1 ENTRY 3 QR,758321,via FR App.,65
9/3/2024 12:42,CB076,G1 ENTRY 3Z,758321,,65
9/3/2024 12:42,8D073,G1 ENTRY 1,758321,,65
9/3/2024 12:42,86021,G5 ENTRY 3 QR,770431,via FR App.,65
9/3/2024 12:42,86024,G2 ENTRY1 QR,537054,via FR App.,65
9/3/2024 12:42,8B002,G2 ENTRY 1Z,537054,,65
9/3/2024 12:42,86079,G5 ENTRY 3Z,770431,,65
9/3/2024 12:42,8D058,G1 ENTRY 3 QR,547298,via FR App.,65
9/3/2024 12:42,CB076,G1 ENTRY 3Z,547298,,65
9/3/2024 12:42,86017,G4 ENTRY 1 QR,881812,via FR App.,65
9/3/2024 12:41,86021,G5 ENTRY 3 QR,850301,via FR App.,65
9/3/2024 12:41,86005,G5 ENTRY 3,850301,,65
9/3/2024 12:41,86079,G5 ENTRY 3Z,850301,,65
9/3/2024 12:41,86078,G3 ENTRY 3,557124,Outside,230
9/3/2024 12:41,86021,G5 ENTRY 3 QR,139479,via FR App.,65
9/3/2024 12:41,86079,G5 ENTRY 3Z,139479,,65
9/3/2024 12:41,8D073,G1 ENTRY 1,528091,Outside,230
9/3/2024 12:41,87008,G1 ENTRY TS3,543617,,65
9/3/2024 12:41,8D089,G1 ENTRY 1 QR,449743,Outside,13
9/3/2024 12:41,86017,G4 ENTRY 1 QR,775762,via FR App.,65
9/3/2024 12:41,86009,G4 ENTRY 1Z,775762,,65
9/3/2024 12:41,8D058,G1 ENTRY 3 QR,766951,via FR App.,65
9/3/2024 12:41,87008,G1 ENTRY TS3,919140,,65
9/3/2024 12:40,86105,G4 ENTRY TSZ,805529,,65
9/3/2024 12:40,8D058,G1 ENTRY 3 QR,549838,via FR App.,65
9/3/2024 12:40,8D073,G1 ENTRY 1,549838,,65
9/3/2024 12:40,8D025,G1 ENTRY TS QR,450493,Outside,13
9/3/2024 12:40,86008,G2 ENTRY1,533428,,13
9/3/2024 12:40,8D058,G1 ENTRY 3 QR,550346,via FR App.,65
9/3/2024 12:40,CB076,G1 ENTRY 3Z,550346,,65
9/3/2024 12:40,86024,G2 ENTRY1 QR,778302,via FR App.,65
9/3/2024 12:40,8B002,G2 ENTRY 1Z,778302,,65
9/3/2024 12:40,86017,G4 ENTRY 1 QR,906876,via FR App.,65
9/3/2024 12:40,8D058,G1 ENTRY 3 QR,719964,via FR App.,65
9/3/2024 12:40,CB076,G1 ENTRY 3Z,719964,,65
9/3/2024 12:40,86001,G4 ENTRY 1,906876,,65
9/3/2024 12:40,8D058,G1 ENTRY 3 QR,771763,via FR App.,65
9/3/2024 12:40,CB076,G1 ENTRY 3Z,771763,,65
9/3/2024 12:40,8D058,G1 ENTRY 3 QR,534880,via FR App.,65
9/3/2024 12:40,CB076,G1 ENTRY 3Z,534880,,65
9/3/2024 12:40,86078,G3 ENTRY 3,821106,,13
9/3/2024 12:40,8.00E+44,G5 ENTRY TS,525830,Outside,230
9/3/2024 12:40,CB076,G1 ENTRY 3Z,524136,,13
9/3/2024 12:40,86078,G3 ENTRY 3,834822,,13
9/3/2024 12:39,8D073,G1 ENTRY 1,533048,,13
9/3/2024 12:39,86005,G5 ENTRY 3,546307,,13
9/3/2024 12:39,86024,G2 ENTRY1 QR,802638,via FR App.,13
9/3/2024 12:39,8B002,G2 ENTRY 1Z,802638,,13
9/3/2024 12:39,8D073,G1 ENTRY 1,549071,Outside,230
9/3/2024 12:39,86078,G3 ENTRY 3,550160,Outside,230
9/3/2024 12:39,CB076,G1 ENTRY 3Z,755343,,65
9/3/2024 12:39,86024,G2 ENTRY1 QR,825711,via FR App.,65
9/3/2024 12:39,CB076,G1 ENTRY 3Z,755343,,65
9/3/2024 12:39,8B002,G2 ENTRY 1Z,825711,,65
9/3/2024 12:39,CB076,G1 ENTRY 3Z,755343,,65
9/3/2024 12:39,86078,G3 ENTRY 3,804686,,14
9/3/2024 12:39,86008,G2 ENTRY1,825711,,65
9/3/2024 12:39,CB076,G1 ENTRY 3Z,755343,,65
9/3/2024 12:39,86021,G5 ENTRY 3 QR,859866,,13
9/3/2024 12:39,86017,G4 ENTRY 1 QR,770374,via FR App.,65
9/3/2024 12:39,86009,G4 ENTRY 1Z,770374,,65
9/3/2024 12:39,CB076,G1 ENTRY 3Z,755343,,65
9/3/2024 12:39,86001,G4 ENTRY 1,770374,,65
9/3/2024 12:39,8D058,G1 ENTRY 3 QR,755343,via FR App.,65
9/3/2024 12:39,CB076,G1 ENTRY 3Z,755343,,65
9/3/2024 12:39,8D073,G1 ENTRY 1,755343,,65
9/3/2024 12:39,86021,G5 ENTRY 3 QR,761694,via FR App.,65
9/3/2024 12:39,86005,G5 ENTRY 3,761694,,65
9/3/2024 12:39,86079,G5 ENTRY 3Z,836834,,65
9/3/2024 12:39,8D058,G1 ENTRY 3 QR,893307,via FR App.,65
9/3/2024 12:39,8D073,G1 ENTRY 1,893307,,65
9/3/2024 12:39,86021,G5 ENTRY 3 QR,552379,via FR App.,65
9/3/2024 12:39,86079,G5 ENTRY 3Z,552379,,65
9/3/2024 12:39,87008,G1 ENTRY TS3,508328,Outside,230
9/3/2024 12:39,86008,G2 ENTRY1,539588,Outside,230
9/3/2024 12:39,8D089,G1 ENTRY 1 QR,449140,Outside,13
9/3/2024 12:38,86005,G5 ENTRY 3,516608,Outside,230
9/3/2024 12:38,86017,G4 ENTRY 1 QR,873017,via FR App.,65
9/3/2024 12:38,8B002,G2 ENTRY 1Z,804650,,13
9/3/2024 12:38,8D058,G1 ENTRY 3 QR,846429,via FR App.,65
9/3/2024 12:38,86001,G4 ENTRY 1,873017,,65
9/3/2024 12:38,87008,G1 ENTRY TS3,772184,,65
9/3/2024 12:38,86021,G5 ENTRY 3 QR,451076,Outside,13
9/3/2024 12:38,CB076,G1 ENTRY 3Z,846429,,65
9/3/2024 12:38,87008,G1 ENTRY TS3,850181,,65
9/3/2024 12:38,87008,G1 ENTRY TS3,555155,,65
9/3/2024 12:38,86024,G2 ENTRY1 QR,523847,via FR App.,13
9/3/2024 12:38,86001,G4 ENTRY 1,533059,,13
9/3/2024 12:38,86078,G3 ENTRY 3,541220,Outside,230
9/3/2024 12:38,86017,G4 ENTRY 1 QR,762103,via FR App.,65
9/3/2024 12:38,86013,G3 ENTRY 1,898577,,13
9/3/2024 12:38,86001,G4 ENTRY 1,762103,,65
9/3/2024 12:38,86078,G3 ENTRY 3,913349,,13
9/3/2024 12:38,8D073,G1 ENTRY 1,549128,Outside,230
9/3/2024 12:38,86078,G3 ENTRY 3,846644,Outside,14
9/3/2024 12:38,86001,G4 ENTRY 1,868019,,65
9/3/2024 12:38,86072,G2 ENTRY TS,507144,Outside,230
9/3/2024 12:38,8D073,G1 ENTRY 1,529003,Outside,230
9/3/2024 12:38,86001,G4 ENTRY 1,827106,,65
9/3/2024 12:37,8D009,G1 ENTRY TS,555304,Outside,230
9/3/2024 12:37,8D009,G1 ENTRY TS,555508,Outside,230
9/3/2024 12:37,8D009,G1 ENTRY TS,555512,Outside,230
9/3/2024 12:37,8D009,G1 ENTRY TS,809594,Outside,230
9/3/2024 12:37,86078,G3 ENTRY 3,758006,,65
9/3/2024 12:37,8D009,G1 ENTRY TS,809586,Outside,230
9/3/2024 12:37,8D025,G1 ENTRY TS QR,450799,Outside,13
9/3/2024 12:37,86094,G3 ENTRY 3 QR,760295,via FR App.,65
9/3/2024 12:37,87071,G3 ENTRY 3Z,760295,,65
9/3/2024 12:37,8D058,G1 ENTRY 3 QR,894215,via FR App.,65
9/3/2024 12:37,86002,G4 ENTRY 2,827106,,65
9/3/2024 12:37,CB076,G1 ENTRY 3Z,779223,,13
9/3/2024 12:37,86017,G4 ENTRY 1 QR,893676,via FR App.,65
9/3/2024 12:37,86009,G4 ENTRY 1Z,893676,,65
9/3/2024 12:37,86024,G2 ENTRY1 QR,769377,via FR App.,65
9/3/2024 12:37,8B002,G2 ENTRY 1Z,769377,,65
9/3/2024 12:37,8D009,G1 ENTRY TS,507704,Outside,230
9/3/2024 12:37,86078,G3 ENTRY 3,540545,Outside,230
9/3/2024 12:36,86072,G2 ENTRY TS,881199,,13
9/3/2024 12:36,8D058,G1 ENTRY 3 QR,525858,via FR App.,13
9/3/2024 12:36,86094,G3 ENTRY 3 QR,826541,,65
9/3/2024 12:36,CB076,G1 ENTRY 3Z,525858,,13
9/3/2024 12:36,87071,G3 ENTRY 3Z,822827,,65
9/3/2024 12:36,86094,G3 ENTRY 3 QR,822827,via FR App.,65
9/3/2024 12:36,86005,G5 ENTRY 3,556236,Outside,230
9/3/2024 12:36,87071,G3 ENTRY 3Z,822827,,65
9/3/2024 12:36,87071,G3 ENTRY 3Z,822827,,65
9/3/2024 12:36,86078,G3 ENTRY 3,822827,,65
9/3/2024 12:36,8D073,G1 ENTRY 1,554400,Outside,230
9/3/2024 12:36,8D058,G1 ENTRY 3 QR,356772,via FR App.,13
9/3/2024 12:36,86024,G2 ENTRY1 QR,770948,via FR App.,65
9/3/2024 12:36,CB076,G1 ENTRY 3Z,356772,Outside,13
9/3/2024 12:36,87008,G1 ENTRY TS3,554915,,65
9/3/2024 12:36,87008,G1 ENTRY TS3,772092,,65
9/3/2024 12:36,8D058,G1 ENTRY 3 QR,536,via FR App.,65
9/3/2024 12:36,86008,G2 ENTRY1,760516,,65
9/3/2024 12:36,8D058,G1 ENTRY 3 QR,536,via FR App.,65
9/3/2024 12:36,8D089,G1 ENTRY 1 QR,845910,,65
9/3/2024 12:36,CB076,G1 ENTRY 3Z,536,,65
9/3/2024 12:36,86021,G5 ENTRY 3 QR,557156,via FR App.,65
9/3/2024 12:36,8D058,G1 ENTRY 3 QR,536,via FR App.,65
9/3/2024 12:36,86079,G5 ENTRY 3Z,557156,,65
9/3/2024 12:36,CB076,G1 ENTRY 3Z,894390,,65
9/3/2024 12:36,8D058,G1 ENTRY 3 QR,536,via FR App.,65
9/3/2024 12:36,8D058,G1 ENTRY 3 QR,894390,via FR App.,65
9/3/2024 12:36,CB076,G1 ENTRY 3Z,894390,,65
9/3/2024 12:36,8D058,G1 ENTRY 3 QR,536,via FR App.,65
9/3/2024 12:36,CB076,G1 ENTRY 3Z,536,,65
9/3/2024 12:35,87071,G3 ENTRY 3Z,771162,,65
9/3/2024 12:35,8D058,G1 ENTRY 3 QR,755343,via FR App.,65
9/3/2024 12:35,86017,G4 ENTRY 1 QR,754900,via FR App.,65
9/3/2024 12:35,CB076,G1 ENTRY 3Z,755343,,65
9/3/2024 12:35,86009,G4 ENTRY 1Z,754900,,65
9/3/2024 12:35,8D073,G1 ENTRY 1,755343,,65
9/3/2024 12:35,86094,G3 ENTRY 3 QR,845188,via FR App.,13
9/3/2024 12:35,86094,G3 ENTRY 3 QR,845188,via FR App.,13
9/3/2024 12:35,87071,G3 ENTRY 3Z,845188,,13
9/3/2024 12:35,86024,G2 ENTRY1 QR,766168,via FR App.,65
9/3/2024 12:35,87008,G1 ENTRY TS3,884733,Outside,13
9/3/2024 12:35,86078,G3 ENTRY 3,554367,,13
9/3/2024 12:35,86024,G2 ENTRY1 QR,754949,via FR App.,65
9/3/2024 12:35,8B002,G2 ENTRY 1Z,754949,,65
9/3/2024 12:35,87008,G1 ENTRY TS3,832302,,13
9/3/2024 12:35,86024,G2 ENTRY1 QR,765628,via FR App.,65
9/3/2024 12:35,87008,G1 ENTRY TS3,779167,,13
9/3/2024 12:35,86008,G2 ENTRY1,765628,,65
9/3/2024 12:35,86021,G5 ENTRY 3 QR,757552,via FR App.,65
9/3/2024 12:35,86079,G5 ENTRY 3Z,757552,,65
9/3/2024 12:35,8D073,G1 ENTRY 1,536253,,13
9/3/2024 12:34,86021,G5 ENTRY 3 QR,893242,via FR App.,65
9/3/2024 12:34,CB076,G1 ENTRY 3Z,893405,,65
9/3/2024 12:34,8D058,G1 ENTRY 3 QR,893405,via FR App.,65
9/3/2024 12:34,8D058,G1 ENTRY 3 QR,893405,via FR App.,65
9/3/2024 12:34,87008,G1 ENTRY TS3,806988,,65
9/3/2024 12:34,86005,G5 ENTRY 3,863894,,65
9/3/2024 12:34,86005,G5 ENTRY 3,810679,,13
9/3/2024 12:34,86079,G5 ENTRY 3Z,802563,,13
9/3/2024 12:34,8.00E+44,G5 ENTRY TS,551579,Outside,230
9/3/2024 12:34,86021,G5 ENTRY 3 QR,532705,via FR App.,13
9/3/2024 12:34,86079,G5 ENTRY 3Z,532705,,13
9/3/2024 12:34,8D073,G1 ENTRY 1,820885,,13
9/3/2024 12:33,8D058,G1 ENTRY 3 QR,842923,via FR App.,65
9/3/2024 12:33,CB076,G1 ENTRY 3Z,842923,,65
9/3/2024 12:33,86008,G2 ENTRY1,882358,,13
9/3/2024 12:33,8D073,G1 ENTRY 1,770894,,65
9/3/2024 12:33,86021,G5 ENTRY 3 QR,754876,via FR App.,65
9/3/2024 12:33,86017,G4 ENTRY 1 QR,755679,via FR App.,65
9/3/2024 12:33,86079,G5 ENTRY 3Z,754876,,65
9/3/2024 12:33,86009,G4 ENTRY 1Z,755679,,65
9/3/2024 12:33,86017,G4 ENTRY 1 QR,913804,via FR App.,65
9/3/2024 12:33,86005,G5 ENTRY 3,769014,,65
9/3/2024 12:33,86008,G2 ENTRY1,760546,,65
9/3/2024 12:33,86001,G4 ENTRY 1,913804,,65
9/3/2024 12:33,86005,G5 ENTRY 3,542770,Outside,230
9/3/2024 12:33,8D058,G1 ENTRY 3 QR,905059,via FR App.,65
9/3/2024 12:33,86017,G4 ENTRY 1 QR,879203,via FR App.,65
9/3/2024 12:33,86009,G4 ENTRY 1Z,879203,,65
9/3/2024 12:33,86008,G2 ENTRY1,757730,,65
9/3/2024 12:33,86021,G5 ENTRY 3 QR,448964,Outside,13
9/3/2024 12:33,86024,G2 ENTRY1 QR,547585,via FR App.,65
9/3/2024 12:33,8B002,G2 ENTRY 1Z,547585,,65
9/3/2024 12:33,86008,G2 ENTRY1,547585,,65
9/3/2024 12:33,86001,G4 ENTRY 1,831863,,13
9/3/2024 12:33,86094,G3 ENTRY 3 QR,510842,via FR App.,65
9/3/2024 12:33,86072,G2 ENTRY TS,519264,Outside,41
9/3/2024 12:33,87071,G3 ENTRY 3Z,510842,,65
9/3/2024 12:32,86094,G3 ENTRY 3 QR,832457,via FR App.,13
9/3/2024 12:32,87071,G3 ENTRY 3Z,832457,,13
9/3/2024 12:32,8.00E+44,G5 ENTRY TS,887043,,13
9/3/2024 12:32,86005,G5 ENTRY 3,913618,Outside,13
9/3/2024 12:32,86017,G4 ENTRY 1 QR,448831,Outside,13
9/3/2024 12:32,8D073,G1 ENTRY 1,829208,,13
9/3/2024 12:32,8D073,G1 ENTRY 1,800894,,13
9/3/2024 12:32,CB076,G1 ENTRY 3Z,549615,,65
9/3/2024 12:32,8D089,G1 ENTRY 1 QR,820600,,13
9/3/2024 12:32,CB076,G1 ENTRY 3Z,549615,,65
9/3/2024 12:32,8D058,G1 ENTRY 3 QR,549615,via FR App.,65
9/3/2024 12:32,CB076,G1 ENTRY 3Z,549615,,65
9/3/2024 12:32,8D058,G1 ENTRY 3 QR,549615,via FR App.,65
9/3/2024 12:32,86001,G4 ENTRY 1,549984,Outside,230
9/3/2024 12:32,CB076,G1 ENTRY 3Z,549615,,65
9/3/2024 12:32,8D058,G1 ENTRY 3 QR,549615,via FR App.,65
9/3/2024 12:32,8D073,G1 ENTRY 1,801329,,13
9/3/2024 12:32,86067,G4 ENTRY TS1,908408,Outside,143
9/3/2024 12:32,CB076,G1 ENTRY 3Z,549615,,65
9/3/2024 12:32,86067,G4 ENTRY TS1,885430,,13
9/3/2024 12:32,CB076,G1 ENTRY 3Z,549615,,65
9/3/2024 12:32,86017,G4 ENTRY 1 QR,801594,via FR App.,13
9/3/2024 12:32,8D058,G1 ENTRY 3 QR,549615,via FR App.,65
9/3/2024 12:31,CB076,G1 ENTRY 3Z,549615,,65
9/3/2024 12:31,8D058,G1 ENTRY 3 QR,765120,via FR App.,65
9/3/2024 12:31,8D073,G1 ENTRY 1,765120,,65
9/3/2024 12:31,8B002,G2 ENTRY 1Z,770863,,65
9/3/2024 12:31,86024,G2 ENTRY1 QR,770863,via FR App.,65
9/3/2024 12:31,86094,G3 ENTRY 3 QR,760083,via FR App.,65
9/3/2024 12:31,87071,G3 ENTRY 3Z,760083,,65
9/3/2024 12:31,87071,G3 ENTRY 3Z,806499,,13
9/3/2024 12:31,86030,G3 ENTRY TS QR,449725,Outside,13
9/3/2024 12:31,87071,G3 ENTRY 3Z,806499,,13
9/3/2024 12:31,86008,G2 ENTRY1,883860,,13
9/3/2024 12:31,86094,G3 ENTRY 3 QR,806499,via FR App.,13
9/3/2024 12:31,86005,G5 ENTRY 3,809703,,13
9/3/2024 12:31,86008,G2 ENTRY1,543949,Outside,230
9/3/2024 12:31,8D058,G1 ENTRY 3 QR,769594,via FR App.,65
9/3/2024 12:31,8D073,G1 ENTRY 1,769594,,65
9/3/2024 12:31,CB076,G1 ENTRY 3Z,769594,,65
9/3/2024 12:30,87008,G1 ENTRY TS3,806034,,13
9/3/2024 12:30,86005,G5 ENTRY 3,554472,Outside,13
9/3/2024 12:29,86021,G5 ENTRY 3 QR,541391,via FR App.,230
9/3/2024 12:29,86005,G5 ENTRY 3,558992,Outside,230
9/3/2024 12:29,86005,G5 ENTRY 3,541391,Outside,230
9/3/2024 12:29,86094,G3 ENTRY 3 QR,773358,via FR App.,65
9/3/2024 12:29,86094,G3 ENTRY 3 QR,773358,via FR App.,65
9/3/2024 12:29,8D058,G1 ENTRY 3 QR,558719,via FR App.,230
9/3/2024 12:29,87071,G3 ENTRY 3Z,773358,,65
9/3/2024 12:29,CB076,G1 ENTRY 3Z,894744,,65
9/3/2024 12:29,8D058,G1 ENTRY 3 QR,894744,via FR App.,65
9/3/2024 12:29,86024,G2 ENTRY1 QR,757677,via FR App.,65
9/3/2024 12:29,8B002,G2 ENTRY 1Z,757677,,65
9/3/2024 12:29,86067,G4 ENTRY TS1,558786,Outside,230
9/3/2024 12:29,86005,G5 ENTRY 3,808638,,13
9/3/2024 12:29,86067,G4 ENTRY TS1,543559,Outside,230
9/3/2024 12:29,86014,G3 ENTRY TS,515806,,13
9/3/2024 12:28,86008,G2 ENTRY1,772309,,65
9/3/2024 12:28,8B002,G2 ENTRY 1Z,541635,,65
9/3/2024 12:28,86024,G2 ENTRY1 QR,541635,via FR App.,65
9/3/2024 12:28,8B002,G2 ENTRY 1Z,541635,,65
9/3/2024 12:28,86021,G5 ENTRY 3 QR,538943,,65
9/3/2024 12:28,86017,G4 ENTRY 1 QR,772582,via FR App.,65
9/3/2024 12:28,86009,G4 ENTRY 1Z,772582,,65
9/3/2024 12:28,8.00E+44,G5 ENTRY TS,558007,Outside,230
9/3/2024 12:28,CB076,G1 ENTRY 3Z,534244,Outside,230
9/3/2024 12:28,86017,G4 ENTRY 1 QR,766618,via FR App.,65
9/3/2024 12:28,86009,G4 ENTRY 1Z,766618,,65
9/3/2024 12:28,8D058,G1 ENTRY 3 QR,139190,via FR App.,65
9/3/2024 12:27,86094,G3 ENTRY 3 QR,765112,via FR App.,65
9/3/2024 12:27,8D089,G1 ENTRY 1 QR,895999,,65
9/3/2024 12:27,86072,G2 ENTRY TS,506592,Outside,230
9/3/2024 12:27,86072,G2 ENTRY TS,546134,Outside,230
9/3/2024 12:27,8D058,G1 ENTRY 3 QR,826747,via FR App.,65
9/3/2024 12:27,CB076,G1 ENTRY 3Z,826747,,65
9/3/2024 12:27,86017,G4 ENTRY 1 QR,812635,via FR App.,65
9/3/2024 12:27,86009,G4 ENTRY 1Z,812635,,65
9/3/2024 12:27,CB076,G1 ENTRY 3Z,816770,,65
9/3/2024 12:27,8D058,G1 ENTRY 3 QR,816770,via FR App.,65
9/3/2024 12:27,8D073,G1 ENTRY 1,816770,,65
9/3/2024 12:27,8D073,G1 ENTRY 1,757944,,65
9/3/2024 12:26,8D058,G1 ENTRY 3 QR,813355,via FR App.,13
9/3/2024 12:26,CB076,G1 ENTRY 3Z,813355,Outside,13
9/3/2024 12:26,8D058,G1 ENTRY 3 QR,802574,via FR App.,65
9/3/2024 12:26,CB076,G1 ENTRY 3Z,802574,,65
9/3/2024 12:26,86021,G5 ENTRY 3 QR,771605,via FR App.,65
9/3/2024 12:26,86079,G5 ENTRY 3Z,771605,,65
9/3/2024 12:26,8D058,G1 ENTRY 3 QR,810032,via FR App.,13
9/3/2024 12:26,CB076,G1 ENTRY 3Z,810032,,13
9/3/2024 12:26,86067,G4 ENTRY TS1,827094,,65
9/3/2024 12:26,86021,G5 ENTRY 3 QR,450398,Outside,13
9/3/2024 12:25,8D073,G1 ENTRY 1,835368,,13
9/3/2024 12:25,86021,G5 ENTRY 3 QR,450403,Outside,13
9/3/2024 12:25,8D073,G1 ENTRY 1,532088,,13
9/3/2024 12:25,8D058,G1 ENTRY 3 QR,711380,via FR App.,65
9/3/2024 12:25,CB076,G1 ENTRY 3Z,711380,,65
9/3/2024 12:25,86078,G3 ENTRY 3,556512,Outside,230
9/3/2024 12:25,86009,G4 ENTRY 1Z,802126,,13
9/3/2024 12:25,86009,G4 ENTRY 1Z,802126,,13
9/3/2024 12:25,8D073,G1 ENTRY 1,824473,,13
9/3/2024 12:25,8D009,G1 ENTRY TS,912234,,65
9/3/2024 12:25,86001,G4 ENTRY 1,521094,,13
9/3/2024 12:25,8D073,G1 ENTRY 1,850364,,13
9/3/2024 12:25,8D073,G1 ENTRY 1,553389,Outside,230
9/3/2024 12:25,86021,G5 ENTRY 3 QR,831401,via FR App.,13
9/3/2024 12:25,86079,G5 ENTRY 3Z,831401,,13
9/3/2024 12:25,86021,G5 ENTRY 3 QR,831401,via FR App.,13
9/3/2024 12:24,8D089,G1 ENTRY 1 QR,899413,,65
9/3/2024 12:24,86078,G3 ENTRY 3,850174,,65
9/3/2024 12:24,8.00E+60,G5 ENTRY TS QR,536669,,13
9/3/2024 12:24,86005,G5 ENTRY 3,545916,,65
9/3/2024 12:24,86094,G3 ENTRY 3 QR,448885,Outside,13
9/3/2024 12:24,86094,G3 ENTRY 3 QR,449383,Outside,13
9/3/2024 12:24,86005,G5 ENTRY 3,535436,Outside,230
9/3/2024 12:24,8D073,G1 ENTRY 1,824834,,65
9/3/2024 12:24,86005,G5 ENTRY 3,526345,Outside,230
9/3/2024 12:24,86094,G3 ENTRY 3 QR,450626,Outside,13
9/3/2024 12:24,8D009,G1 ENTRY TS,543987,Outside,230
9/3/2024 12:24,86079,G5 ENTRY 3Z,912950,,13
9/3/2024 12:24,87008,G1 ENTRY TS3,710839,,65
9/3/2024 12:24,86017,G4 ENTRY 1 QR,766911,via FR App.,65
9/3/2024 12:24,86030,G3 ENTRY TS QR,451133,Outside,13
9/3/2024 12:24,86001,G4 ENTRY 1,766911,,65
9/3/2024 12:23,8.00E+44,G5 ENTRY TS,541477,Outside,230
9/3/2024 12:23,87071,G3 ENTRY 3Z,809573,Outside,13
9/3/2024 12:23,CB108,G1 ENTRY TSZ,877782,,65
9/3/2024 12:23,86021,G5 ENTRY 3 QR,764040,via FR App.,65
9/3/2024 12:23,86005,G5 ENTRY 3,764040,,65
9/3/2024 12:23,86067,G4 ENTRY TS1,554559,,13
9/3/2024 12:23,8D058,G1 ENTRY 3 QR,775341,via FR App.,65
9/3/2024 12:23,8D058,G1 ENTRY 3 QR,542825,via FR App.,65
9/3/2024 12:23,CB076,G1 ENTRY 3Z,542825,,65
9/3/2024 12:23,86094,G3 ENTRY 3 QR,711378,via FR App.,65
9/3/2024 12:22,8.00E+44,G5 ENTRY TS,914816,Outside,14
9/3/2024 12:22,86072,G2 ENTRY TS,543714,Outside,230
9/3/2024 12:22,86001,G4 ENTRY 1,993630,,65
9/3/2024 12:22,8D058,G1 ENTRY 3 QR,507431,via FR App.,230
9/3/2024 12:22,CB076,G1 ENTRY 3Z,507431,Outside,230
9/3/2024 12:22,86001,G4 ENTRY 1,898878,,13
9/3/2024 12:22,86017,G4 ENTRY 1 QR,450081,Outside,13
9/3/2024 12:22,86017,G4 ENTRY 1 QR,771406,via FR App.,65
9/3/2024 12:22,86001,G4 ENTRY 1,771406,,65
9/3/2024 12:22,8.00E+44,G5 ENTRY TS,779049,,13
9/3/2024 12:22,CB076,G1 ENTRY 3Z,538759,,65
9/3/2024 12:22,8D058,G1 ENTRY 3 QR,817513,via FR App.,65
9/3/2024 12:22,86017,G4 ENTRY 1 QR,544027,via FR App.,230
9/3/2024 12:22,8D073,G1 ENTRY 1,826357,,65
9/3/2024 12:22,86009,G4 ENTRY 1Z,544027,Outside,230
9/3/2024 12:22,8D058,G1 ENTRY 3 QR,817513,via FR App.,65
9/3/2024 12:22,8B002,G2 ENTRY 1Z,534761,,65
9/3/2024 12:22,86024,G2 ENTRY1 QR,534761,via FR App.,65
9/3/2024 12:22,8D073,G1 ENTRY 1,817513,,65
9/3/2024 12:22,8D058,G1 ENTRY 3 QR,538759,via FR App.,65
9/3/2024 12:22,8.00E+44,G5 ENTRY TS,881283,Outside,13
9/3/2024 12:22,CB076,G1 ENTRY 3Z,538759,,65
9/3/2024 12:22,8D058,G1 ENTRY 3 QR,817513,via FR App.,65
9/3/2024 12:22,87008,G1 ENTRY TS3,772184,,65
9/3/2024 12:21,86017,G4 ENTRY 1 QR,449480,Outside,13
9/3/2024 12:21,86005,G5 ENTRY 3,710350,,13
9/3/2024 12:21,8.00E+44,G5 ENTRY TS,862117,,13
9/3/2024 12:21,8.00E+44,G5 ENTRY TS,852372,,13
9/3/2024 12:21,86079,G5 ENTRY 3Z,802549,Outside,13
9/3/2024 12:21,8D058,G1 ENTRY 3 QR,769024,via FR App.,65
9/3/2024 12:21,8D073,G1 ENTRY 1,769024,,65
9/3/2024 12:21,86008,G2 ENTRY1,896904,,13
9/3/2024 12:21,8D073,G1 ENTRY 1,826955,,65
